starttime,endtime,today,deviceid,malaria_intro,readiness_assessment_checklist,gps1_longitude,gps1_latitude,gps1_altitude,gps1_accuracy,gps1,time_of_assessment,date_of_visits,name_supervisor,organisation,other_organisation,region,district,planning_coordination,operational_plan_develop_1_1,coordination_team_established_1_2,micro_plan_finalized_1_3,funds_received_1_4,funds_distributed_1_5,funds_distributed_1_6,comments_planning_coordination,training,health_workers_trained_2_1,com_health_volunteers_trained_2_2,supervisors_identified_and_trained_2_3,comments_training,m_e,supervision_plan_developed_3_1,monitoring_tools_received_3_2,monitoring_tools_delivered_at_hf_3_3,comments_m_e,cold_chain_and_logistics,sufficient_coldchain_capacity_4_1,waste_mgt_assessment_4_2,vaccines_mgt_supplied_vaccines_4_3a,vaccines_mgt_supplied_ad_syringes_0_5ml_4_3b,vaccines_mgt_supplied_safety_boxes_4_3c,vaccines_mgt_supplied_comments_cold_chain_and_logistics,advocacy_communication,acsm_mgt_delivered_5_1,acsm_mgt_implemented_5_2,community_awareness_verified_5_3,comments_advocacy_communication,overall_comments_note,overall_comments,thank_you,meta_instance_id,id,system_submission_date,system_updated_at,system_submitter_id,system_submitter_name,system_attachments_present,system_attachments_expected,system_status,system_review_state,system_device_id,system_edits,system_form_version,odata_context
2025-03-05T13:59:21Z,2025-03-05T14:08:04Z,2025-03-05T00:00:00Z,collect:3oY5hU2hbu7KZ7NA,NA,NA,32.3925684,2.7603698,1094.79052734375,4.931,,3m,2025-03-05T00:00:00Z,Segujja Edward,gov_moh,NA,Acholi,Omoro,NA,yes,yes,yes,no,no,yes,Delay of funds,NA,yes,no,yes,Need for an intensive orientation of community health volunteers ,NA,yes,yes,yes,N/A,NA,yes,yes,no,no,no,Supplies not yet distributed ,NA,no,yes,no,Need for robust mobilization ,NA,N/A,NA,uuid:5676417d-cd2a-47a7-8782-6f95593b3946,uuid:5676417d-cd2a-47a7-8782-6f95593b3946,2025-03-05T14:08:08.718Z,NA,1124,moh_assessor,0,0,NA,NA,collect:3oY5hU2hbu7KZ7NA,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T08:57:04Z,2025-03-05T13:44:18Z,2025-03-04T00:00:00Z,collect:WxphzQ4W3o4BcbGV,NA,NA,32.3080913,2.7700637,0,100,,3m,2025-03-05T00:00:00Z,Akweyo Sophie,gov_moh,NA,Acholi,Gulu City,NA,yes,yes,yes,no,yes,yes,"Film van was mobilizing in the city.
Slow system",NA,no,no,no,"Money hasn't reached the district.
No activities going on 
District leaders and VHTs have basic knowledge on malaria",NA,no,no,yes,Tools should come on time and we'll translate,NA,no,yes,no,no,no,City only has 1 fridge and 1 deep frizer which may not enough to serve the district,NA,no,yes,yes,Radio and VHTs used and once in a while the mobile van helps in mobilization.,NA,"-Release of funds should be early.
- It enables early coordination and mobilization.
- Last minute delivery causes disorganization hence low coverage.
- Social media anti-vaccers contradicts mobilization information",NA,uuid:8a8c37ba-f652-412d-bdb8-96550eec156d,uuid:8a8c37ba-f652-412d-bdb8-96550eec156d,2025-03-05T13:44:20.229Z,NA,1124,moh_assessor,0,0,NA,NA,collect:WxphzQ4W3o4BcbGV,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T11:10:38Z,2025-03-05T11:47:52Z,2025-03-05T00:00:00Z,205772778359415,NA,NA,31.22772217,2.87824678,623.8679588286,29.314,,3m,2025-03-05T00:00:00Z,Adama Faustine ,gov_moh,NA,West_Nile,Madi-Okollo,NA,no,no,yes,no,no,no,They usually have Performance reviews and are held quaterly,NA,no,no,no,Because they have not been senstiased as a district,NA,no,yes,yes,But they were cery few so they are stocked out,NA,yes,yes,no,yes,yes,"Syringes and safety boxes available are for other vaccines , specifically we have not recieved for MV ",NA,no,no,no,The district has not being sensitized about malaria vaccine.,NA,Need to sensitized the district leaders on malaria vaccine,NA,uuid:d00d169d-ee45-4268-9ed3-aafb7a9e5051,uuid:d00d169d-ee45-4268-9ed3-aafb7a9e5051,2025-03-05T12:26:36.860Z,NA,1124,moh_assessor,0,0,NA,NA,imei:BA5EE2EE-83D9-41DE-BD31-47C864EE1D55,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T07:20:12Z,2025-03-05T07:53:59Z,2025-03-05T00:00:00Z,205772778359415,NA,NA,30.90761646,2.50821952,1597.9616098416,55.677,,3m,2025-03-05T00:00:00Z,Adama Faustine,gov_moh,NA,West_Nile,Zombo,NA,no,no,yes,no,no,no,"They only participated during performance review , we happens quarterly",NA,no,no,no,"Health worker, volunteers and supervisors were partialy trained on malaria vaccine introduction not doses and details of the vaccine ",NA,no,no,no,Delivery of m and e tools And reduce stoct outs of those tools,NA,yes,no,no,no,no,They have not recieved any consignment regard malaria vaccine,NA,no,no,no,All stakeholders in zombo have not been sensitiazed on the malaria vaccine ,NA,No sensitaization has been done on Malaria vaccine and malaria vaccine introduction at the district .,NA,uuid:0ccba044-6ada-4188-9fd3-ea693e8c11e4,uuid:0ccba044-6ada-4188-9fd3-ea693e8c11e4,2025-03-05T12:26:36.756Z,NA,1124,moh_assessor,0,0,NA,NA,imei:BA5EE2EE-83D9-41DE-BD31-47C864EE1D55,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T10:43:26Z,2025-03-05T12:13:24Z,2025-03-04T00:00:00Z,collect:QCjuGctA1wr4dJFO,NA,NA,32.0637973,1.8776514,1070.0999755859375,4,,3m,2025-03-05T00:00:00Z,Mukisa Griffine,gov_moh,NA,Bunyoro,Kiryandongo,NA,no,yes,yes,no,no,no,"They give limited fuel allocated  for the RDC,CAO,LC5,The money given is so little that is the allowance given is so little causing absence and delegation by the concerned parties",NA,no,no,no,Training all health workers as they face problems during administration,NA,no,yes,yes,There are no enough monitoring tools,NA,yes,yes,no,no,no,Early delivery of logistics,NA,no,yes,no,"IEC materialsshouldarrive early before activity

advocacy being done using national media but emphasisshoualso be put on local media like radios

social listeningshoube prioritized",NA,"logistics must arrive early, and should be in enough quantity",NA,uuid:818061ed-d17c-4834-a3d9-d45d4d76a628,uuid:818061ed-d17c-4834-a3d9-d45d4d76a628,2025-03-05T12:13:40.512Z,NA,1124,moh_assessor,0,0,NA,NA,collect:QCjuGctA1wr4dJFO,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T12:27:54Z,2025-03-05T11:35:07Z,2025-03-04T00:00:00Z,collect:yfZkOajt55oMRUkg,NA,NA,32.4914934,0.8404932,1103.199951171875,23.7,,3m,2025-03-04T00:00:00Z,Biryomumisho Hashim,gov_moh,NA,North_Central,Luwero,NA,no,yes,yes,no,no,no,Monitoring and evaluation,NA,no,no,no,Health workers and sub-county supervisors,NA,no,yes,yes,Tracking the unimmunized children,NA,yes,yes,no,no,no,Proper DVS management,NA,no,no,no,Community engagements for feedback.,NA,"-Tracking tool for zero dose children.
-Improving Monitoring and evaluation at districts and sub-county level.
-Community engagements.
-Engaging with stakeholders to implement and support the vaccination programs.",NA,uuid:ee29f617-02af-43ad-b228-a64188bb8f97,uuid:ee29f617-02af-43ad-b228-a64188bb8f97,2025-03-05T11:35:10.520Z,NA,1124,moh_assessor,0,0,NA,NA,collect:yfZkOajt55oMRUkg,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T08:56:21Z,2025-03-05T08:05:22Z,2025-03-03T00:00:00Z,collect:kbIvte1ARGukjwAD,NA,NA,32.1320224,0.1839379,1213.8,4.85,,3m,2025-03-05T00:00:00Z,Musanase Monica,gov_moh,NA,South_Central,Butambala,NA,no,yes,yes,no,no,no,Health workers at the District leaders want to be fully involved in the planning process,NA,no,no,no,"Involve the entire District Health Team
Provide hard copy IEC materials for easy guidance",NA,no,yes,yes,Plan to use the existing tools for the routine immunisation,NA,yes,yes,no,no,no,"One of the fridges requires stabilizer repair. 
Buulo Sub County has only one fridge, which serves a large population and therefore needs adequate support to ensure uninterrupted service.",NA,no,no,no,"There is a need for increased community awareness, as many communities struggle to adapt to the frequent introduction of new vaccines. Strengthening engagement and education efforts will help improve acceptance and uptake.",NA,"The health team is generally unprepared and unaware of many developments regarding the vaccine, and the same applies to the community. Beyond general knowledge about immunization for other vaccines, there is little to no awareness of this particular vaccine. Strengthening training and information-sharing efforts is essential to bridge this gap.

",NA,uuid:85be080f-0f42-46dd-9801-aa0c69109619,uuid:85be080f-0f42-46dd-9801-aa0c69109619,2025-03-05T08:05:23.046Z,NA,1124,moh_assessor,0,0,NA,NA,collect:kbIvte1ARGukjwAD,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T07:42:53Z,2025-03-05T07:52:08Z,2025-03-05T00:00:00Z,collect:owixc1typdLgXKGx,NA,NA,30.3597738,-0.0025029,1326,4.8,,3m,2025-03-05T00:00:00Z,Hainja Patrick ,gov_moh,NA,Tooro,Kitagwenda,NA,yes,yes,no,no,no,no,They have not yet started on the micro plans,NA,no,no,no,They're still waiting for funds from the ministry Of Health ,NA,no,no,no,They haved old version of the tools which doesn't include malaria vaccine ,NA,yes,yes,no,no,no,Cold chain equipments are not enough to cover all facilities ,NA,no,no,no,Community has not been yet sensitised on malaria vaccination ,NA,The district is not yet at level of implementing the vaccine as they lag behind in many areas,NA,uuid:c21f67d7-a3fb-4331-86c5-b389db0ec96c,uuid:c21f67d7-a3fb-4331-86c5-b389db0ec96c,2025-03-05T07:52:09.570Z,NA,1124,moh_assessor,0,0,NA,NA,collect:owixc1typdLgXKGx,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T07:04:46Z,2025-03-05T07:38:28Z,2025-03-05T00:00:00Z,collect:TLpN9pJd6drDTMHC,NA,NA,33.0878112,2.8660486,1031.3,2.02,,3m,2025-03-05T00:00:00Z,Zam Namuddu ,dlg,NA,Acholi,Pader,NA,yes,yes,yes,no,no,no,Early communication and guidelines development and distribution to guide  planning and coordination of activities . ,NA,no,no,no,"Provision of  adequate fund ,  adequate time for the training preferably 3 days to accommodate practical sessions and demonstration. ",NA,no,no,no,Involvement of all leadership  structures at all levels in monitoring and supervision. ,NA,yes,yes,no,no,no,NA,NA,no,no,no,"Funds to  support  radio program , public address system, community advocacy meetings and supply of adequate IEC materials both in English and local languages. ",NA,"Early and effective communication, early disbursement of funds, timely supply of vaccines and other required logistics and mobilisation of the communities for awareness creation. ",NA,uuid:6bd6b382-004e-4b07-a624-54a8c2ef0727,uuid:6bd6b382-004e-4b07-a624-54a8c2ef0727,2025-03-05T07:38:29.176Z,NA,1124,moh_assessor,0,0,NA,NA,collect:TLpN9pJd6drDTMHC,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T09:29:45Z,2025-03-05T06:37:56Z,2025-03-04T00:00:00Z,collect:cBXclOfBiyAOBDYD,NA,NA,33.6876419,0.8608086,1112.9000244140625,4.707,,3m,2025-03-04T00:00:00Z,Talisobola Henry,gov_moh,NA,Busoga,Namutumba,NA,yes,yes,yes,no,no,yes,Delayed Budgets and Funds affecting their activities,NA,no,no,no,They do not have a Budget to guide their activities,NA,no,yes,yes,Routine mentorship on the use of the Data Tools,NA,yes,yes,no,no,no,Delayed provision of Supplies,NA,no,no,no,All the 5people Sampled from different communities were not aware of the Malaria Vaccine programme,NA,37%,NA,uuid:d860b2c7-dd61-4d0e-9626-64b995506901,uuid:d860b2c7-dd61-4d0e-9626-64b995506901,2025-03-05T06:37:56.571Z,NA,1124,moh_assessor,0,0,NA,NA,collect:cBXclOfBiyAOBDYD,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T08:32:48Z,2025-03-04T08:32:11Z,2025-03-03T00:00:00Z,908335674816404,NA,NA,30.96007493,3.40521488,1238.63,39.631,,3m,2025-03-03T00:00:00Z,Patience Niwandinda,gov_moh,NA,West_Nile,Koboko,NA,yes,yes,no,no,no,yes,"Micro planning has started today, the national level supervisor is at the district and the meetings have commenced",NA,no,no,no,They plan to start the training when funds are received,NA,yes,no,no,Monitoring tools have not yet been received,NA,yes,yes,no,no,no,NA,NA,no,yes,no,NA,NA,NA,NA,uuid:6d7e0198-ea4e-4edb-87d6-3fbe0b6ac270,uuid:6d7e0198-ea4e-4edb-87d6-3fbe0b6ac270,2025-03-04T20:31:54.189Z,NA,1124,moh_assessor,0,0,NA,NA,imei:90833D67-C816-40CA-BF12-48E6351D5907,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T10:46:20Z,2025-03-04T20:14:30Z,2025-03-03T00:00:00Z,collect:UXZR11hcdDrcj8Ir,NA,NA,33.4621534,1.5272993,1110.7908935546875,3.216,,3m,2025-03-04T00:00:00Z,Nassanga Sharon,gov_moh,NA,Teso,Serere,NA,yes,yes,yes,no,no,no,Need for PS to make early communication for them to start on their planning ,NA,no,no,no,Need for trainings to be practical. ,NA,yes,no,no,None,NA,yes,yes,no,no,no,Need for NMS to make timely delivery of supplies,NA,no,no,no,"Need for involvement of VHTs, cultural leaders and radios",NA,None,NA,uuid:d0906f40-2d95-46d8-9256-3a1f2aca6730,uuid:d0906f40-2d95-46d8-9256-3a1f2aca6730,2025-03-04T20:14:32.431Z,NA,1124,moh_assessor,0,0,NA,NA,collect:UXZR11hcdDrcj8Ir,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T07:10:04Z,2025-03-04T19:40:08Z,2025-03-03T00:00:00Z,collect:JKwrEBtIQnDS09A0,NA,NA,31.2011603,1.3507275,1079.4000244140625,32.96,,3m,2025-03-03T00:00:00Z,Kwizera Brian,gov_moh,NA,Bunyoro,Kikuube,NA,no,yes,yes,no,no,yes,There was a bit of laxity but they are to have a full blond meeting on Thursday ,NA,no,no,no,Awaiting funds to implement this activity ,NA,no,yes,yes,Facilities were only given one register since Big Catch Up,NA,yes,no,no,no,no,"Awaiting funds to implement the waste management assessment.
The district is content with the cold chain materials",NA,no,no,no,Need for translated IEC materials.by type,NA,The district has populated the microplan..They await the Ministry to take the next steps ,NA,uuid:14ec107a-b884-4900-8221-e92d1c07e2dd,uuid:14ec107a-b884-4900-8221-e92d1c07e2dd,2025-03-04T19:40:10.295Z,NA,1124,moh_assessor,0,0,NA,NA,collect:JKwrEBtIQnDS09A0,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:37:44Z,2025-03-04T19:31:51Z,2025-03-03T00:00:00Z,collect:NDVPp3UmI7L9co3Q,NA,NA,32.5816307,0.315169,0,3.9,,3m,2025-03-04T00:00:00Z,Keneth Mugume,gov_moh,NA,Teso,Kapelebyong,NA,yes,no,yes,no,no,no,NA,NA,no,no,no,Supervisor already identified but no training yet.,NA,yes,no,no,NA,NA,yes,yes,no,no,no,"Need more vaccine carriers, there is no incenerator at DVS, only 2 available in the entire district.",NA,no,no,yes,"some people are aware from communications from any community gatherings like churches, barrazas, burrials etc",NA,"District is aware of the MVI but not yet formally engaging to prepare for MVI. 
There is a commitment to account for fund within the next two weeks.",NA,uuid:3dca2c31-052a-48e8-a886-08460b1380f0,uuid:3dca2c31-052a-48e8-a886-08460b1380f0,2025-03-04T19:31:48.102Z,NA,1124,moh_assessor,0,0,NA,NA,collect:NDVPp3UmI7L9co3Q,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T07:47:02Z,2025-03-04T19:31:42Z,2025-03-03T00:00:00Z,collect:NDVPp3UmI7L9co3Q,NA,NA,32.5816307,0.315169,0,3.9,,3m,2025-03-03T00:00:00Z,Keneth Mugume,gov_moh,NA,Teso,Amuria,NA,yes,yes,no,no,no,no,Codination meeting present in form of Adhoc meetings. Members are always present,NA,no,no,no,Training happening soon,NA,yes,no,no,NA,NA,yes,yes,no,no,no,Not yet received,NA,no,no,yes,NA,NA,Abia HCII need a replacement for the Gas fridge.,NA,uuid:6bfc2165-c89d-42cb-8010-ed9996cfbb64,uuid:6bfc2165-c89d-42cb-8010-ed9996cfbb64,2025-03-04T19:31:39.061Z,NA,1124,moh_assessor,0,0,NA,NA,collect:NDVPp3UmI7L9co3Q,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T15:44:44Z,2025-03-04T15:57:22Z,2025-03-04T00:00:00Z,collect:NWiUG2sp7DjP6i7u,NA,NA,32.9002617,0.7116267,1048.6,4.933,,3m,2025-03-04T00:00:00Z,Besigye Albert,dlg,NA,North_Central,Kayunga,NA,no,no,no,no,no,no,"Social mobilization needs much attention to raise awareness on vaccines, address issues of vaccine hesitation and also to dispel rumour and information against immunization. Some private schools don't allow their pupils to be vaccinated. People seem to be fatigued by alot of vaccines ever since we came out of the COVID era. New vaccines have been introduced and people are afraid of the many vaccinations. Data management should also be given priority.",NA,no,no,no,More training of health workers on the MVI,NA,no,yes,yes,Data Management ,NA,no,no,no,no,no,Supply of adequate vaccines and the other logistics,NA,no,no,no,We need timelines for the introduction of the malaria vaccine in the district. We also need funding for social mobilization activities at the district ,NA,A big thank to MOH and partners for the support,NA,uuid:9023728d-37df-4e18-a115-5adec098344f,uuid:9023728d-37df-4e18-a115-5adec098344f,2025-03-04T15:57:24.385Z,NA,1124,moh_assessor,0,0,NA,NA,collect:NWiUG2sp7DjP6i7u,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T06:56:29Z,2025-03-04T15:51:03Z,2025-03-04T00:00:00Z,collect:Qi2f1kupSSkZS3xj,NA,NA,32.0421386,0.3971276,1232.800048828125,4.5,,3m,2025-03-04T00:00:00Z,Sylvia Iradukunda,gov_moh,NA,North_Central,Mityana,NA,no,yes,no,no,no,no,The district's operational plan and the micro plan do not include MVI   because they haven't received any guidelines to inform planning for MVI,NA,no,no,no,The district did not receive any guidelines on malaria vaccine introduction ,NA,no,yes,yes,"The tool were received any distributed, but they were not enough. Some facilities haven't received the data tools ",NA,no,no,no,no,no,"The vaccination storage capacity is enough,  but 2 of the 3 freezers at the DVS are fault,  so it's only one freezer that is functioning ",NA,no,no,no,"The DHE has never been engaged in anything to do with malaria vaccine,  so she has not done any social mobilisation yet.",NA,"The district has not yet started planning for the malaria vaccine introduction. The DHT is waiting for the national guidelines to kick-start the planning. The earlier the guidelines come, the better.",NA,uuid:94bcce4a-f17c-4526-bc17-31dc1fe4458d,uuid:94bcce4a-f17c-4526-bc17-31dc1fe4458d,2025-03-04T15:51:05.080Z,NA,1124,moh_assessor,0,0,NA,NA,collect:Qi2f1kupSSkZS3xj,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T08:35:10Z,2025-03-04T14:24:19Z,2025-03-04T00:00:00Z,collect:JKwrEBtIQnDS09A0,NA,NA,31.0544718,0.4794158,0,1700,,3m,2025-03-04T00:00:00Z,Kwizera Brian,gov_moh,NA,Tooro,Kyegegwa,NA,no,no,no,no,no,yes,The team meant to visit the district to support microplanning activities did not  visit..The district is therefore lagging behind,NA,no,no,no,Urgent need to send the microplanning team to the district.,NA,no,no,no,The DHO still considers these questions ambiguous being since they had not taken any step towards malaria vaccine introduction.,NA,yes,no,no,no,no,Waiting for the supplies from MOH,NA,no,no,no,Create  IEC materials in local languages.,NA,The district needs to be urgently supported to do microplanning.,NA,uuid:5b769bf3-85e3-4c21-8632-20331c6d4b65,uuid:5b769bf3-85e3-4c21-8632-20331c6d4b65,2025-03-04T14:24:22.224Z,NA,1124,moh_assessor,0,0,NA,NA,collect:JKwrEBtIQnDS09A0,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T13:47:25Z,2025-03-04T14:01:40Z,2025-03-04T00:00:00Z,collect:7dVdmFpMlIoNfIhQ,NA,NA,31.8609615,2.8171277,1079,5,,3m,2025-03-04T00:00:00Z,OLEGMUNGU DERRICK ,gov_moh,NA,Acholi,Amuru,NA,no,no,no,no,no,no,Attention should be driven to the district teaching them how to approach these communities especially subcounty levels because alot of complained is there,NA,no,no,no,Nothing yet been done as far as training is concerned ,NA,no,no,no,Activities would be complete if monitoring tools are shared to Amuru District,NA,yes,no,no,no,no,No vaccines delivered yet,NA,no,no,no,Their microplan seem incomplete and therefore it needs to be complete of which the Biostat assured for it to be completed ,NA,"Amuru District is having issues of incomplete microplan, some little bit of business due to delay of some materials but its structure is quite organised and their store is fully packed",NA,uuid:f9cfb534-8893-4be5-851b-59c94f61c38a,uuid:f9cfb534-8893-4be5-851b-59c94f61c38a,2025-03-04T14:02:27.335Z,NA,1124,moh_assessor,0,0,NA,NA,collect:7dVdmFpMlIoNfIhQ,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
